# hand_links.csv - the category vocabulary and the relation edges, authored.
#
# ⚠️ THE FOURTH HAND FILE, and the DURABLE source for library_categories and library_relations.
#    Everything else in the catalog is replayed from a hand file on every build, and an edge
#    stored only in recipes.db would be orphaned by the next fold with nothing to notice.
#
# ⚠️ THIS TABLE HOLDS ONLY FILTER CATEGORIES, terms that are NOT catalog rows. A kind_of parent
#    IS a catalog row and needs no entry here, so a kind_of edge points at a library_id and an
#    in_category edge points at a slug below. 'Is X a kind_of parent' is derived, not stored.
#
# ⚠️ FORMS INHERIT. garlic powder is made_from garlic, which is an allium, so it reaches the
#    category through its parent. A direct edge would be the almond-flour error one layer up.
#
# Spec: previews/category-vocabulary-final.md
#
# --- section: categories ---
category_id,name,parent_slug,note
en:raw-persimmon-pulp,Q29526,kind_of,off,high,
en:raw-persimmon-pulp,persimmon,in_category,restructure,authored,browsable family added beside the kind_of it already had
en:raw-pumpkin,Q165308,kind_of,off,high,
en:raw-pumpkin,pumpkin,in_category,restructure,authored,browsable family added beside the kind_of it already had
en:raw-red-and-whitecurrants,raisin,in_category,off,high,
en:raw-salmon,Q2796766,kind_of,off,high,
en:raw-salmon,salmon,in_category,restructure,authored,browsable family added beside the kind_of it already had
en:raw-spinach,Q36814998,kind_of,off,high,
en:raw-spinach,spinach,in_category,restructure,authored,browsable family added beside the kind_of it already had
en:raw-strawberry,Q14458220,kind_of,off,high,
en:raw-strawberry,strawberry,in_category,restructure,authored,browsable family added beside the kind_of it already had
en:raw-traditional-pineapple,Q10817602,kind_of,off,high,
en:raw-traditional-pineapple,pineapple,in_category,restructure,authored,browsable family added beside the kind_of it already had
en:raw-venison,Q2296872,kind_of,off,high,
en:raw-venison,venison,in_category,restructure,authored,browsable family added beside the kind_of it already had
en:raw-winged-bean-leaves,leaf-vegetable,in_category,off,high,
en:raw-zespri-sungold-kiwifruit,Q13194,kind_of,off,high,
en:raw-zespri-sungold-kiwifruit,kiwifruit,in_category,restructure,authored,browsable family added beside the kind_of it already had
Q1531597,cheese,in_category,wikidata,high,
Q68489318,seafood,in_category,wikidata,picked,
Q110611281,fish,in_category,wikidata,high,
Q7302262,food-paste,in_category,wikidata,high,
en:reconstituted-butter,Q34172,kind_of,off,high,
en:reconstituted-butter,butter,in_category,restructure,authored,browsable family added beside the kind_of it already had
Q119597139,Q8495,kind_of,wikidata,high,
Q119597139,milk,in_category,restructure,authored,browsable family added beside the kind_of it already had
Q57655957,Q8495,kind_of,wikidata,high,
Q57655957,milk,in_category,restructure,authored,browsable family added beside the kind_of it already had
en:rectified-spirit,alcohol,in_category,off,high,
en:red-apple,Q89,kind_of,off,high,
en:red-apple,apple,in_category,restructure,authored,browsable family added beside the kind_of it already had
Q138710963,Q16128920,kind_of,wikidata,high,
Q138710963,berry,in_category,restructure,authored,browsable family added beside the kind_of it already had
Q68313633,seafood,in_category,wikidata,picked,
Q68313727,cut-of-fish,in_category,wikidata,high,
Q2365737,sauce,in_category,wikidata,high,
Q263203,Q14328596,kind_of,wikidata,high,
Q263203,cabbage,in_category,restructure,authored,browsable family added beside the kind_of it already had
en:red-cheddar,cheddar-cheese,in_category,off,high,
Q67201118,food-paste,in_category,wikidata,high,
Q124775151,venison,in_category,wikidata,high,
Q128470707,Q10978,kind_of,wikidata,high,
Q128470707,grape,in_category,restructure,authored,browsable family added beside the kind_of it already had
en:red-grape-juice,Q1209756,kind_of,off,high,
en:red-grape-juice,grape-juice,in_category,restructure,authored,browsable family added beside the kind_of it already had
Q133806336,Q13194,kind_of,wikidata,high,
Q133806336,kiwifruit,in_category,restructure,authored,browsable family added beside the kind_of it already had
Q645199,pumpkin,in_category,wikidata,high,
Q3243069,meat,in_category,wikidata,high,
en:red-miso-paste,Q235169,kind_of,off,high,
en:red-miso-paste,miso,in_category,restructure,authored,browsable family added beside the kind_of it already had
Q6604812,seafood,in_category,wikidata,picked,
Q109360280,meat,in_category,wikidata,high,
en:red-palm-fruit-oil,palm-oil,in_category,off,high,
en:red-plum,Q12372598,kind_of,off,high,
en:red-plum,plum,in_category,restructure,authored,browsable family added beside the kind_of it already had
en:red-prawn,shrimp,in_category,off,high,
Q7305375,Q5090,kind_of,wikidata,high,
Q7305375,rice,in_category,restructure,authored,browsable family added beside the kind_of it already had
Q1827,wine,in_category,wikidata,high,
Q3474125,sauce,in_category,wikidata,high,
Q1135788,grain,in_category,wikidata,picked,
Q7303477,sauce,in_category,wikidata,high,
Q14714085,berry,in_category,off,picked,
Q67873453,fruit-jam,in_category,wikidata,high,
Q17015045,sauce,in_category,wikidata,high,
en:reduced-fat-sour-cream,Q840171,kind_of,off,high,
en:reduced-fat-sour-cream,sour-cream,in_category,restructure,authored,browsable family added beside the kind_of it already had
Q68003956,Q13317,kind_of,wikidata,high,
Q68003956,yogurt,in_category,restructure,authored,browsable family added beside the kind_of it already had
Q115435494,Q8495,kind_of,wikidata,high,
Q115435494,milk,in_category,restructure,authored,browsable family added beside the kind_of it already had
en:refined-palm-oil,Q231458,kind_of,off,high,
en:refined-palm-oil,palm-oil,in_category,restructure,authored,browsable family added beside the kind_of it already had
Q109044154,salt,in_category,wikidata,picked,
en:refined-sunflower-oil,Q94787,kind_of,off,high,
en:refined-sunflower-oil,sunflower-oil,in_category,restructure,authored,browsable family added beside the kind_of it already had
en:refined-wheat-flour,Q2249305,kind_of,off,high,
en:refined-wheat-flour,wheat-flour,in_category,restructure,authored,browsable family added beside the kind_of it already had
en:rehydrated-chickpeas,chickpea,in_category,off,high,
Q17006995,cheese,in_category,wikidata,high,
Q10650944,meat,in_category,wikidata,high,
Q19331194,Q8495,kind_of,wikidata,high,
Q19331194,milk,in_category,restructure,authored,browsable family added beside the kind_of it already had
Q766777,condiment,in_category,wikidata,picked,
Q1190414,sauce,in_category,wikidata,high,
Q9335663,cheese,in_category,wikidata,high,
Q109928326,cooking-oil,in_category,wikidata,high,
Q51873806,meat,in_category,wikidata,high,
Q3427558,cheese,in_category,wikidata,high,
Q125695234,egg-as-food,in_category,wikidata,picked,
Q12480676,beef,in_category,wikidata,high,
Q67440705,noodle,in_category,wikidata,high,
Q7322430,primal-cut,in_category,wikidata,high,
Q112977543,beef,in_category,wikidata,high,
Q34041491,Q5090,kind_of,off,high,
Q34041491,rice,in_category,restructure,authored,browsable family added beside the kind_of it already had
Q175933,oil,in_category,off,picked,
en:rice-cream,Q5090,kind_of,off,high,
en:rice-cream,rice,in_category,restructure,authored,browsable family added beside the kind_of it already had
en:rice-extract,Q5090,kind_of,off,high,
en:rice-extract,rice,in_category,restructure,authored,browsable family added beside the kind_of it already had
Q59137525,Q5090,kind_of,off,high,
Q59137525,rice,in_category,restructure,authored,browsable family added beside the kind_of it already had
Q1269205,Q36465,kind_of,wikidata,picked,
Q1269205,flour,in_category,restructure,authored,browsable family added beside the kind_of it already had
en:rice-from-italy,Q5090,kind_of,off,high,
en:rice-from-italy,rice,in_category,restructure,authored,browsable family added beside the kind_of it already had
en:rice-glucose-syrup,glucose-syrup,in_category,off,high,
en:rice-groats,Q5090,kind_of,off,high,
en:rice-groats,rice,in_category,restructure,authored,browsable family added beside the kind_of it already had
Q715187,plant-milk,in_category,wikidata,high,
Q1322949,noodle,in_category,wikidata,high,
en:rice-semolina,Q5090,kind_of,off,high,
en:rice-semolina,rice,in_category,restructure,authored,browsable family added beside the kind_of it already had
en:rice-sourdough,Q904889,kind_of,off,picked,
en:rice-sourdough,sourdough,in_category,restructure,authored,browsable family added beside the kind_of it already had
en:rice-starch,Q5090,kind_of,off,high,
en:rice-starch,rice,in_category,restructure,authored,browsable family added beside the kind_of it already had
Q716004,noodle,in_category,wikidata,high,
Q2089007,goat-cheese,in_category,wikidata,high,
de:rindergehacktes,beef,in_category,off,high,
Q6135892,Q5090,kind_of,wikidata,high,
Q6135892,rice,in_category,restructure,authored,browsable family added beside the kind_of it already had
Q67438406,Q5090,kind_of,wikidata,high,
Q67438406,rice,in_category,restructure,authored,browsable family added beside the kind_of it already had
en:rivet-wheat,Q15645384,kind_of,off,high,
en:rivet-wheat,wheat,in_category,restructure,authored,browsable family added beside the kind_of it already had
fr:riz-complet-etuve,parboiled-rice,in_category,off,high,
fr:riz-long-grain-naturellement-parfume,long-grain-rice,in_category,off,high,
fr:riz-long-pour-risotto,long-grain-rice,in_category,off,high,
fr:riz-long-semi-complet,long-grain-rice,in_category,off,high,
fr:riz-pour-risotto-etuve,parboiled-rice,in_category,off,high,
fr:riz-precuit,rice,in_category,off,high,
fr:riz-riceberry-melange,Q5090,kind_of,off,high,
fr:riz-riceberry-melange,rice,in_category,restructure,authored,browsable family added beside the kind_of it already had
fr:riz-thai-hom-mali-demi-complet-etuve,parboiled-rice,in_category,off,high,
Q899561,meat,in_category,wikidata,high,
Q899640,Q864693,kind_of,off,high,
Q899640,chicken,in_category,restructure,authored,browsable family added beside the kind_of it already had
en:roasted-almonds,Q184357,kind_of,off,high,
en:roasted-almonds,almond,in_category,restructure,authored,browsable family added beside the kind_of it already had
en:roasted-beef-including-beef-juices,Q192628,kind_of,off,high,
en:roasted-beef-including-beef-juices,beef,in_category,restructure,authored,browsable family added beside the kind_of it already had
Q3650544,Q773987,kind_of,wikidata,high,
Q3650544,chestnut,in_category,restructure,authored,browsable family added beside the kind_of it already had
en:roasted-coffee,Q8486,kind_of,off,high,
en:roasted-coffee,coffee,in_category,restructure,authored,browsable family added beside the kind_of it already had
Q139546706,nut,in_category,wikidata,high,
en:rock-salt,salt,kind_of,off,high,
en:rock-salt,salt,in_category,restructure,authored,browsable family added beside the kind_of it already had
Q12366140,egg-as-food,in_category,wikidata,high,
Q65244403,venison,in_category,wikidata,high,
Q107262041,stock,in_category,wikidata,high,
Q107307364,stock,in_category,wikidata,high,
Q110611184,primal-cut,in_category,wikidata,high,
Q107246730,offal,in_category,wikidata,high,
Q107307365,Q157484,kind_of,wikidata,high,
Q107307365,offal,in_category,restructure,authored,browsable family added beside the kind_of it already had
Q107246733,stock,in_category,wikidata,high,
Q107307366,Q995566,kind_of,wikidata,high,
Q107307366,sausage-meat,in_category,restructure,authored,browsable family added beside the kind_of it already had
Q110611183,primal-cut,in_category,wikidata,high,
Q67994149,Q170486,kind_of,wikidata,high,
Q67994149,ham,in_category,restructure,authored,browsable family added beside the kind_of it already had
Q586770,sauce,in_category,wikidata,high,
Q2104057,spice-mix,in_category,wikidata,high,
Q56342268,tea,in_category,wikidata,high,
Q1351116,meat,in_category,off,high,
Q131749772,ice-cream,in_category,wikidata,high,
Q17053362,Q1621080,kind_of,wikidata,high,
Q17053362,olive,in_category,restructure,authored,browsable family added beside the kind_of it already had
Q60886625,oil,in_category,wikidata,high,
Q20136,vegetable,in_category,wikidata,high,
en:rose-apple,fruit,in_category,off,high,
Q1753710,seafood,in_category,wikidata,picked,
Q67863632,cut-of-fish,in_category,wikidata,high,
Q68313968,cut-of-fish,in_category,wikidata,high,
en:rose-hip,fruit,in_category,off,high,
Q1568287,seed-oil,in_category,wikidata,high,
Q107307367,juice,in_category,wikidata,high,
Q12424061,syrup,in_category,wikidata,high,
Q139975973,syrup,in_category,wikidata,high,
Q110611181,Q41354,kind_of,wikidata,high,
Q110611181,vinegar,in_category,restructure,authored,browsable family added beside the kind_of it already had
Q131141698,Q10987,kind_of,off,high,
Q131141698,honey,in_category,restructure,authored,browsable family added beside the kind_of it already had
Q97204632,sauce,in_category,wikidata,high,
Q12979,wine,in_category,wikidata,high,
Q104631846,milk,in_category,wikidata,high,
Q31930718,pur-e,in_category,wikidata,high,
Q1937652,sauce,in_category,wikidata,high,
en:round-green-beans,Q2987371,kind_of,off,high,
en:round-green-beans,green-bean,in_category,restructure,authored,browsable family added beside the kind_of it already had
Q27632086,beef,in_category,wikidata,high,
Q67593960,Q5090,kind_of,wikidata,high,
Q67593960,rice,in_category,restructure,authored,browsable family added beside the kind_of it already had
Q2349632,french-cheese,in_category,wikidata,high,
Q3941923,pea,in_category,wikidata,high,
en:rowal,fruit,in_category,off,high,
en:rowanberry,Q16128920,kind_of,off,high,
en:rowanberry,berry,in_category,restructure,authored,browsable family added beside the kind_of it already had
Q42417413,chocolate,in_category,wikidata,high,
Q2171841,vegetable,in_category,wikidata,high,
Q139393550,juice,in_category,wikidata,high,
Q107262741,wine,in_category,wikidata,high,
Q1229049,dairy-product,in_category,wikidata,high,
Q109301486,grain,in_category,wikidata,high,
en:rye-bran,Q109301486,kind_of,off,high,
en:rye-bran,rye,in_category,restructure,authored,browsable family added beside the kind_of it already had
en:rye-bread-breadcrumbs,breadcrumbs,kind_of,off,high,
en:rye-bread-breadcrumbs,breadcrumbs,in_category,restructure,authored,browsable family added beside the kind_of it already had
Q7384992,Q109301486,kind_of,off,high,
Q7384992,rye,in_category,restructure,authored,browsable family added beside the kind_of it already had
en:rye-flour-type-130,Q10658708,kind_of,off,high,
en:rye-flour-type-130,rye-flour,in_category,restructure,authored,browsable family added beside the kind_of it already had
en:rye-kernels,Q109301486,kind_of,off,high,
en:rye-kernels,rye,in_category,restructure,authored,browsable family added beside the kind_of it already had
en:rye-malt,Q152024,kind_of,off,picked,
en:rye-malt,malt,in_category,restructure,authored,browsable family added beside the kind_of it already had
en:rye-malt-flour,rye-flour,in_category,off,high,
Q107263089,Q904889,kind_of,wikidata,picked,
Q107263089,sourdough,in_category,restructure,authored,browsable family added beside the kind_of it already had
fi:rypäle-ja-vadelmatäysmehu-tiivisteestä,grape-juice,in_category,off,high,
Q61473632,rye-flour,in_category,wikidata,high,
en:sablefish,saltwater-fish,in_category,off,high,
Q4403596,juice,in_category,wikidata,high,
Q7396668,cooking-oil,in_category,wikidata,picked,
Q107262074,meat,in_category,wikidata,high,
Q107246737,meat,in_category,wikidata,high,
Q56297309,meat,in_category,wikidata,high,
Q107246738,meat,in_category,wikidata,high,
Q67883105,Q957434,kind_of,wikidata,high,
Q67883105,veal,in_category,restructure,authored,browsable family added beside the kind_of it already had
